nohup: ignoring input
Using device: cuda
[Seed=101] Epoch 1/40 => train_loss=4.4272, val_loss=4.2011
[Seed=231] Epoch 17/40 => train_loss=0.2882, val_loss=0.2884
[Seed=231] Epoch 18/40 => train_loss=0.2884, val_loss=0.2883
[Seed=231] Epoch 19/40 => train_loss=0.2881, val_loss=0.2882
[Seed=231] Epoch 20/40 => train_loss=0.2881, val_loss=0.2882
[Seed=231] Epoch 21/40 => train_loss=0.2880, val_loss=0.2882
[Seed=231] Epoch 22/40 => train_loss=0.2879, val_loss=0.2883
[Seed=231] Epoch 23/40 => train_loss=0.2878, val_loss=0.2892
[Seed=231] Epoch 24/40 => train_loss=0.2879, val_loss=0.2884
[Seed=231] Epoch 25/40 => train_loss=0.2878, val_loss=0.2883
[Seed=231] Epoch 26/40 => train_loss=0.2877, val_loss=0.2885
[Seed=231] Epoch 27/40 => train_loss=0.2875, val_loss=0.2885
[Seed=231] Epoch 28/40 => train_loss=0.2875, val_loss=0.2886
[Seed=231] Epoch 29/40 => train_loss=0.2874, val_loss=0.2884
[Seed=231] Epoch 30/40 => train_loss=0.2873, val_loss=0.2885
[Seed=231] Epoch 31/40 => train_loss=0.2872, val_loss=0.2888
[Seed=231] Epoch 32/40 => train_loss=0.2870, val_loss=0.2890
[Seed=231] Epoch 33/40 => train_loss=0.2870, val_loss=0.2889
[Seed=231] Epoch 34/40 => train_loss=0.2868, val_loss=0.2891
[Seed=231] Epoch 35/40 => train_loss=0.2867, val_loss=0.2891
[Seed=231] Epoch 36/40 => train_loss=0.2867, val_loss=0.2891
[Seed=231] Epoch 37/40 => train_loss=0.2866, val_loss=0.2892
[Seed=231] Epoch 38/40 => train_loss=0.2864, val_loss=0.2894
[Seed=231] Epoch 39/40 => train_loss=0.2863, val_loss=0.2895
[Seed=231] Epoch 40/40 => train_loss=0.2862, val_loss=0.2897
Plots saved in: moe_transformer_experiment

=== Summary (Time, Mem, TestAcc) ===
('softmax', 'dense'): Time mean=370.50s [CI=(368.19,372.47)], Mem mean=46.06MB [CI=(46.06,46.06)], TestAcc=93.81% [CI=(93.81,93.82)]
('softmax', 'sparse'): Time mean=164.95s [CI=(162.38,167.52)], Mem mean=29.39MB [CI=(29.39,29.39)], TestAcc=93.81% [CI=(93.81,93.82)]

=== Explanation: Sparse vs. Dense MoE ===
In a Dense MoE, every expert's output is computed regardless of gating. This can be slower when many experts exist. In a Sparse MoE, the gating network produces a binary mask that 'skips' inactive experts via a custom block-sparse kernel. Hence, if many experts are zeroed out, we do less compute, reducing time & memory.
Gating methods (top-k, sparsemax, thresholded softmax/sigmoid, quadratic, pioneer) select only a subset of experts per sample. This leads to speedups on modern GPUs, because large parts of the weight matrix are never multiplied.
In contrast, a Dense MoE calculates outputs from all experts every time, increasing compute cost if many experts exist.
Done! Check the plots and summary in moe_transformer_experiment
